iteration,accuracy,precision,recall,f1,roc_auc,timestamp,strategy_type,split_type,initial_size,batch_size,iterations,iteration_id
4,0.863169897377423,0.8639610051089563,0.8630902850010401,0.8630757220921155,0.9335864364468484,20250804_111851,entropy,random,50,10,40,4
5,0.8608893956670467,0.8624145821578584,0.8607785521115041,0.8607153643473824,0.9310692739754525,20250804_111851,entropy,random,50,10,40,5
6,0.8745724059293044,0.8774813603045271,0.8744227168712295,0.8742976722852884,0.9350998543790305,20250804_111851,entropy,random,50,10,40,6
7,0.8597491448118586,0.8655983922999629,0.8595329727480757,0.8591330238389061,0.9356953401289785,20250804_111851,entropy,random,50,10,40,7
8,0.8608893956670467,0.8646378777364203,0.86071614312461,0.8604887080790695,0.9332483877678386,20250804_111851,entropy,random,50,10,40,8
9,0.8734321550741163,0.8774957921312856,0.8732551487414189,0.8730518697225573,0.9398559392552527,20250804_111851,entropy,random,50,10,40,9
10,0.8654503990877993,0.869602054455706,0.8652693987934263,0.8650290585448817,0.9374609943831913,20250804_111851,entropy,random,50,10,40,10
11,0.8700114025085519,0.871578061981485,0.8699006656958601,0.8698487830787016,0.9348112128146454,20250804_111851,entropy,random,50,10,40,11
12,0.8597491448118586,0.8616087770491461,0.8596265862284169,0.8595380306338896,0.9429893904722281,20250804_111851,entropy,random,50,10,40,12
13,0.87115165336374,0.8722180486430651,0.871060432702309,0.8710383068320379,0.9482447472436031,20250804_111851,entropy,random,50,10,40,13
14,0.8700114025085519,0.871578061981485,0.8699006656958601,0.8698487830787016,0.9412575410859163,20250804_111851,entropy,random,50,10,40,14
15,0.8665906499429875,0.8684880717057304,0.866468171416684,0.8663898340176022,0.942523923444976,20250804_111851,entropy,random,50,10,40,15
16,0.879133409350057,0.879669854565154,0.879069586020387,0.8790766525141525,0.9470355731225297,20250804_111851,entropy,random,50,10,40,16
17,0.8700114025085519,0.870818996976332,0.8699318701893073,0.8699219359875097,0.9493057000208031,20250804_111851,entropy,random,50,10,40,17
18,0.8848346636259977,0.8861415596617601,0.8847358019554816,0.8847171518002981,0.9481745371333472,20250804_111851,entropy,random,50,10,40,18
19,0.8768529076396807,0.8780318527177089,0.8767578531308509,0.8767360749609578,0.9474568337840649,20250804_111851,entropy,random,50,10,40,19
20,0.8757126567844926,0.8769861154609041,0.8756136883711254,0.8755858370914107,0.9409064905346369,20250804_111851,entropy,random,50,10,40,20
21,0.8745724059293044,0.8761598018932982,0.8744617224880382,0.8744154924443611,0.9403786145204909,20250804_111851,entropy,random,50,10,40,21
22,0.8734321550741163,0.874169976337159,0.8733565633451217,0.8733524578966884,0.9449578739338464,20250804_111851,entropy,random,50,10,40,22
23,0.8779931584948689,0.8783503061351994,0.877941023507385,0.8779525357243654,0.9489598502184313,20250804_111851,entropy,random,50,10,40,23
24,0.8848346636259977,0.8853158689651581,0.8847748075722903,0.8847861291224692,0.9459356147285208,20250804_111851,entropy,random,50,10,40,24
25,0.8802736602052451,0.8807483985209104,0.8802137507801123,0.8802232035431612,0.9522935302683586,20250804_111851,entropy,random,50,10,40,25
26,0.8893956670467503,0.8900177138689174,0.8893280632411067,0.8893381152525792,0.9467703349282297,20250804_111851,entropy,random,50,10,40,26
27,0.8893956670467503,0.890335599866511,0.8893124609943832,0.8893127734847174,0.9459772207197836,20250804_111851,entropy,random,50,10,40,27
28,0.8836944127708096,0.8842381339334083,0.883630642812565,0.8836397977022977,0.9515550239234449,20250804_111851,entropy,random,50,10,40,28
29,0.8916761687571265,0.8930081428124022,0.8915773871437487,0.8915656378319635,0.9548861035989182,20250804_111851,entropy,random,50,10,40,29
30,0.8939566704675028,0.8949086434173201,0.8938735177865613,0.8938771951966877,0.9591767214478883,20250804_111851,entropy,random,50,10,40,30
31,0.8939566704675028,0.8949086434173201,0.8938735177865613,0.8938771951966877,0.9561446848346162,20250804_111851,entropy,random,50,10,40,31
32,0.8928164196123147,0.8942597871829412,0.8927137507801124,0.892699092007164,0.9543816309548576,20250804_111851,entropy,random,50,10,40,32
33,0.8985176738882554,0.9005914467697907,0.8983955689619305,0.8983649164749281,0.9498907842729353,20250804_111851,entropy,random,50,10,40,33
34,0.8962371721778791,0.8982983485509293,0.8961150405658415,0.8960809820136906,0.9522207197836489,20250804_111851,entropy,random,50,10,40,34
35,0.8996579247434435,0.9018727767315338,0.8995319325982942,0.899497853898404,0.9585006240898689,20250804_111851,entropy,random,50,10,40,35
36,0.9076396807297605,0.9095018604456708,0.9075254836696485,0.9075165504716152,0.9561056792178073,20250804_111851,entropy,random,50,10,40,36
37,0.9007981755986317,0.9028845449886522,0.9006760973580196,0.9006488509361656,0.9635687539005616,20250804_111851,entropy,random,50,10,40,37
38,0.9156214367160775,0.9160808573124629,0.9155658414811733,0.9155897195775453,0.9670038485541917,20250804_111851,entropy,random,50,10,40,38
39,0.9156214367160775,0.9158626073380172,0.9155814437278968,0.9156028922180608,0.9602922820886207,20250804_111851,entropy,random,50,10,40,39
40,0.9030786773090079,0.9035857507421488,0.9030190347410028,0.9030378314397018,0.96494695236114,20250804_111851,entropy,random,50,10,40,40
1,0.7970353477765109,0.7970841872028793,0.797056376118161,0.7970329727480757,0.8952413147493239,20250804_111851,margin,random,50,10,40,1
2,0.8358038768529077,0.8372150126428854,0.8356927397545246,0.8355984628362545,0.9234553775743707,20250804_111851,margin,random,50,10,40,2
3,0.8506271379703535,0.8559124619675456,0.8504186602870814,0.8500156006647581,0.9280502392344497,20250804_111851,margin,random,50,10,40,3
4,0.863169897377423,0.8639610051089563,0.8630902850010401,0.8630757220921155,0.9335864364468484,20250804_111851,margin,random,50,10,40,4
5,0.8608893956670467,0.8624145821578584,0.8607785521115041,0.8607153643473824,0.9310692739754525,20250804_111851,margin,random,50,10,40,5
6,0.8745724059293044,0.8774813603045271,0.8744227168712295,0.8742976722852884,0.9350998543790305,20250804_111851,margin,random,50,10,40,6
7,0.8597491448118586,0.8655983922999629,0.8595329727480757,0.8591330238389061,0.9356953401289785,20250804_111851,margin,random,50,10,40,7
8,0.8608893956670467,0.8646378777364203,0.86071614312461,0.8604887080790695,0.9332483877678386,20250804_111851,margin,random,50,10,40,8
9,0.8734321550741163,0.8774957921312856,0.8732551487414189,0.8730518697225573,0.9398559392552527,20250804_111851,margin,random,50,10,40,9
10,0.8654503990877993,0.869602054455706,0.8652693987934263,0.8650290585448817,0.9374609943831913,20250804_111851,margin,random,50,10,40,10
11,0.8700114025085519,0.871578061981485,0.8699006656958601,0.8698487830787016,0.9348112128146454,20250804_111851,margin,random,50,10,40,11
12,0.8597491448118586,0.8616087770491461,0.8596265862284169,0.8595380306338896,0.9429893904722281,20250804_111851,margin,random,50,10,40,12
13,0.87115165336374,0.8722180486430651,0.871060432702309,0.8710383068320379,0.9482447472436031,20250804_111851,margin,random,50,10,40,13
14,0.8700114025085519,0.871578061981485,0.8699006656958601,0.8698487830787016,0.9412575410859163,20250804_111851,margin,random,50,10,40,14
15,0.8665906499429875,0.8684880717057304,0.866468171416684,0.8663898340176022,0.942523923444976,20250804_111851,margin,random,50,10,40,15
16,0.879133409350057,0.879669854565154,0.879069586020387,0.8790766525141525,0.9470355731225297,20250804_111851,margin,random,50,10,40,16
17,0.8700114025085519,0.870818996976332,0.8699318701893073,0.8699219359875097,0.9493057000208031,20250804_111851,margin,random,50,10,40,17
18,0.8848346636259977,0.8861415596617601,0.8847358019554816,0.8847171518002981,0.9481745371333472,20250804_111851,margin,random,50,10,40,18
19,0.8768529076396807,0.8780318527177089,0.8767578531308509,0.8767360749609578,0.9474568337840649,20250804_111851,margin,random,50,10,40,19
20,0.8757126567844926,0.8769861154609041,0.8756136883711254,0.8755858370914107,0.9409064905346369,20250804_111851,margin,random,50,10,40,20
21,0.8745724059293044,0.8761598018932982,0.8744617224880382,0.8744154924443611,0.9403786145204909,20250804_111851,margin,random,50,10,40,21
22,0.8734321550741163,0.874169976337159,0.8733565633451217,0.8733524578966884,0.9449578739338464,20250804_111851,margin,random,50,10,40,22
23,0.8779931584948689,0.8783503061351994,0.877941023507385,0.8779525357243654,0.9489598502184313,20250804_111851,margin,random,50,10,40,23
24,0.8848346636259977,0.8853158689651581,0.8847748075722903,0.8847861291224692,0.9459356147285208,20250804_111851,margin,random,50,10,40,24
25,0.8802736602052451,0.8807483985209104,0.8802137507801123,0.8802232035431612,0.9522935302683586,20250804_111851,margin,random,50,10,40,25
26,0.8893956670467503,0.8900177138689174,0.8893280632411067,0.8893381152525792,0.9467703349282297,20250804_111851,margin,random,50,10,40,26
27,0.8893956670467503,0.890335599866511,0.8893124609943832,0.8893127734847174,0.9459772207197836,20250804_111851,margin,random,50,10,40,27
28,0.8836944127708096,0.8842381339334083,0.883630642812565,0.8836397977022977,0.9515550239234449,20250804_111851,margin,random,50,10,40,28
29,0.8916761687571265,0.8930081428124022,0.8915773871437487,0.8915656378319635,0.9548861035989182,20250804_111851,margin,random,50,10,40,29
30,0.8939566704675028,0.8949086434173201,0.8938735177865613,0.8938771951966877,0.9591767214478883,20250804_111851,margin,random,50,10,40,30
31,0.8939566704675028,0.8949086434173201,0.8938735177865613,0.8938771951966877,0.9561446848346162,20250804_111851,margin,random,50,10,40,31
32,0.8928164196123147,0.8942597871829412,0.8927137507801124,0.892699092007164,0.9543816309548576,20250804_111851,margin,random,50,10,40,32
33,0.8985176738882554,0.9005914467697907,0.8983955689619305,0.8983649164749281,0.9498907842729353,20250804_111851,margin,random,50,10,40,33
34,0.8962371721778791,0.8982983485509293,0.8961150405658415,0.8960809820136906,0.9522207197836489,20250804_111851,margin,random,50,10,40,34
35,0.8996579247434435,0.9018727767315338,0.8995319325982942,0.899497853898404,0.9585006240898689,20250804_111851,margin,random,50,10,40,35
36,0.9076396807297605,0.9095018604456708,0.9075254836696485,0.9075165504716152,0.9561056792178073,20250804_111851,margin,random,50,10,40,36
37,0.9007981755986317,0.9028845449886522,0.9006760973580196,0.9006488509361656,0.9635687539005616,20250804_111851,margin,random,50,10,40,37
38,0.9156214367160775,0.9160808573124629,0.9155658414811733,0.9155897195775453,0.9670038485541917,20250804_111851,margin,random,50,10,40,38
39,0.9156214367160775,0.9158626073380172,0.9155814437278968,0.9156028922180608,0.9602922820886207,20250804_111851,margin,random,50,10,40,39
40,0.9030786773090079,0.9035857507421488,0.9030190347410028,0.9030378314397018,0.96494695236114,20250804_111851,margin,random,50,10,40,40
1,0.7970353477765109,0.7970841872028793,0.797056376118161,0.7970329727480757,0.8952413147493239,20250804_111851,random,random,50,10,40,1
2,0.8050171037628279,0.8079371326616289,0.8051825462866653,0.8046106401191355,0.9077205117536926,20250804_111851,random,random,50,10,40,2
3,0.8278221208665907,0.8281858407079645,0.8278786145204909,0.8277898788662978,0.9034767006448928,20250804_111851,random,random,50,10,40,3
4,0.8255416191562144,0.8258105646630237,0.8255902850010401,0.8255189336162876,0.9088932806324111,20250804_111851,random,random,50,10,40,4
5,0.8198403648802737,0.8200648377495161,0.8198850634491366,0.81982138956216,0.8968821510297484,20250804_111851,random,random,50,10,40,5
6,0.8460661345496009,0.8464471629359709,0.8461228416892033,0.8460373089202,0.9220797794882463,20250804_111851,random,random,50,10,40,6
7,0.8380843785632839,0.8385110791786413,0.8381448928645725,0.8380487931751976,0.919838256708966,20250804_111851,random,random,50,10,40,7
8,0.8335233751425314,0.8346636616896735,0.8336228416892033,0.8334087952120739,0.9099646349074266,20250804_111851,random,random,50,10,40,8
9,0.8346636259977195,0.8365230801401013,0.834790409819014,0.8344699301900865,0.9114832535885169,20250804_111851,random,random,50,10,40,9
10,0.8574686431014823,0.8577105649417569,0.8574240690659455,0.8574323120479937,0.9283596837944663,20250804_111851,random,random,50,10,40,10
11,0.8620296465222349,0.8620502231330164,0.8620163303515707,0.862023188353034,0.9272259205325568,20250804_111851,random,random,50,10,40,11
12,0.8563283922462942,0.8563630027255893,0.8563111087996671,0.8563192385707599,0.9253042438111088,20250804_111851,random,random,50,10,40,12
13,0.8586088939566705,0.858611310471079,0.8586150405658415,0.8586087101236726,0.9338074682754317,20250804_111851,random,random,50,10,40,13
14,0.8517673888255416,0.8519646109810044,0.8517266486374038,0.85173481065335,0.927517162471396,20250804_111851,random,random,50,10,40,14
15,0.8483466362599772,0.8484229032727878,0.8483721655918453,0.8483434813870003,0.9257541085916372,20250804_111851,random,random,50,10,40,15
16,0.8586088939566705,0.8591818134472162,0.8586774495527356,0.8585675194822762,0.9287601414603702,20250804_111851,random,random,50,10,40,16
17,0.8574686431014823,0.8576025095460551,0.8575020802995632,0.8574619714390848,0.9310796754732682,20250804_111851,random,random,50,10,40,17
18,0.8540478905359179,0.854673218622005,0.8539759725400458,0.8539641571092562,0.931048470979821,20250804_111851,random,random,50,10,40,18
19,0.8654503990877993,0.8656570387717928,0.8654098190139381,0.8654208281315023,0.934428957769919,20250804_111851,random,random,50,10,40,19
20,0.8620296465222349,0.8621963657556773,0.8619929269814853,0.8620038102173644,0.9343483461618474,20250804_111851,random,random,50,10,40,20
21,0.8654503990877993,0.8659650164603909,0.8653864156438527,0.865387216949717,0.9343951529020178,20250804_111851,random,random,50,10,40,21
22,0.8654503990877993,0.8655280763268236,0.8654254212606616,0.865436227647689,0.9368629082587894,20250804_111851,random,random,50,10,40,22
23,0.8643101482326112,0.8650279888669982,0.8642344497607655,0.8642247071144676,0.9374141876430206,20250804_111851,random,random,50,10,40,23
24,0.8654503990877993,0.8655849358974359,0.8654176201372998,0.8654292283045171,0.9374817973788225,20250804_111851,random,random,50,10,40,24
25,0.863169897377423,0.8636808767762637,0.8631058872477637,0.8631056443556444,0.9365924693155816,20250804_111851,random,random,50,10,40,25
26,0.8722919042189282,0.8723019711863526,0.8722826086956521,0.8722877530216979,0.9411509257333055,20250804_111851,random,random,50,10,40,26
27,0.8745724059293044,0.8747112262737262,0.8745397337216558,0.8745526704533633,0.9402615976700646,20250804_111851,random,random,50,10,40,27
28,0.8688711516533637,0.8697569038878692,0.8687877054295818,0.8687728757808505,0.9432858331599749,20250804_111851,random,random,50,10,40,28
29,0.8722919042189282,0.8724296536796536,0.8722592053255669,0.8722718099161517,0.9434496567505721,20250804_111851,random,random,50,10,40,29
30,0.87115165336374,0.8711731907501222,0.8711384439359268,0.8711456221809326,0.942656542542126,20250804_111851,random,random,50,10,40,30
31,0.8722919042189282,0.8723290264860704,0.8722748075722904,0.8722837676184532,0.9447940503432495,20250804_111851,random,random,50,10,40,31
32,0.8700114025085519,0.8702211813687224,0.8699708758061161,0.869982833957553,0.9450670896609111,20250804_111851,random,random,50,10,40,32
33,0.8700114025085519,0.870067928139726,0.8700332847930101,0.8700098814229249,0.9470511753692532,20250804_111851,random,random,50,10,40,33
34,0.879133409350057,0.8800439899511108,0.8792178073642605,0.8790766525141525,0.9444586020386936,20250804_111851,random,random,50,10,40,34
35,0.8802736602052451,0.8806871421134825,0.8803307676305387,0.8802512402712667,0.9462944664031621,20250804_111851,random,random,50,10,40,35
36,0.879133409350057,0.8794905426647096,0.8791866028708134,0.8791143915277864,0.9426357395464948,20250804_111851,random,random,50,10,40,36
37,0.8688711516533637,0.8690814393939394,0.8689125234033701,0.8688602393815867,0.9437721031828585,20250804_111851,random,random,50,10,40,37
38,0.879133409350057,0.879735430446331,0.879202205117537,0.8790980408477521,0.9462892656542542,20250804_111851,random,random,50,10,40,38
